vin|streetName|vehicleMake|reportedDate
5MFCY32ILVE660667|ANANIA DR|renault|11/5/2015
3NIEF37VRFM827633|LILOA RISE|mitsubishi|4/24/2015
2XMDL37DEKO260939|KEENA PL|nissan|4/11/2011
2SKMS38ECDY933221|KEENA PL|jaguar|9/24/2011
3ECYV54QNZP597944|OLEPEKUPE ST|volvo|6/13/2017
5GERQ42WHAW900562|PROSPECT ST|volvo|4/2/2014
1RUXY37QJZA732909|KEKUANONI ST|jaguar|12/7/2011
2VVSQ4TMMG928001|KEKUANONI ST|dodge|10/25/2016
2RKKV12JUNP143841|ROSE ST (KAPALAMA)|alfa-romero|4/14/2016
4XAYR25ZRPE429783|KEKUANONI ST|saab|6/25/2017
1XGCS67MDBE792003|KEKUANONI ST|mitsubishi|7/15/2016
1GVQV27AADV874177|HERBERT ST|audi|11/16/2013
2QOUA30VGZL609017|HERBERT ST|mercury|5/13/2013
2UWYH95AXNV21736|BELL ST|isuzu|6/15/2015
4YEOI11YAYS152989|BELL ST|renault|7/22/2015
3XAOG23BUGV307598|BELL ST|volvo|4/8/2012
4JPGS9ATNN646472|ALALOA ST|jaguar|8/1/2016
1IJOU45DBLU45976|ISENBERG ST|dodge|2/15/2012
3VICV74BVRT433746|AUIKI ST|volkswagen|2/16/2014
1KKSS64BQLB130629|KAKOI ST|volvo|5/16/2012
1QAKL92XTHC449075|KAKOI ST|mercedes-benz|6/16/2012
2AKTT50UIWQ31620|LUMIAINA PL|renault|7/15/2015
2UDKG5SZUD255261|VICTORIA ST|volvo|1/27/2015
2UTEF5FDGW800938|ISENBERG ST|subaru|6/20/2015
1NEBC35VEJU825897|ALA NAPUNANI|volkswagen|11/21/2017
5KXTZ37BLHT305897|ALA NAPUNANI|mercury|10/17/2015
3WZZV47PGEP377503|KALUAMOI PL|audi|12/2/2017
2CYQR68CFRR787764|LEONUI ST|alfa-romero|7/21/2015
4PPZF42YCWR416959|LEONUI ST|mitsubishi|2/20/2016
3KQFL89ANUV964928|LEONUI ST|volvo|10/20/2014
5ETMD23MHJS32453|MCCULLY ST|mazda|7/7/2017
1GJNO63YXOV60298|MCCULLY ST|plymouth|4/9/2014
4ASTH31KISM176612|PANANA ST|mercury|9/4/2013
3USQE35OWAT925490|PANANA ST|subaru|12/8/2014
4OUFG21BHAN617414|PANANA ST|isuzu|10/11/2012
1BSTA23XRLC189836|KAIKO ST|mazda|10/11/2012
3ZPQW6LYIY379681|HINA ST|peugot|6/27/2013
5WDET59LUOS825046|ANAHOLA ST|jaguar|9/24/2013
3HTBX91QWQR622657|DUVAL ST|toyota|2/24/2011
4QWTS51IXEM457590|AELIKE ST|saab|5/22/2015
2YZYW9HMXF487468|AELIKE ST|plymouth|10/26/2014
1DJZU36QVLG198107|PUALALEA ST|mitsubishi|2/28/2016
2WHXL96NEQJ141086|ROBERT PL|plymouth|1/29/2017
3BFVV99LUYG60954|PUAINA ST|toyota|4/17/2016
1MCSD50HAIL366050|KAM HWY|alfa-romero|11/17/2011
2CQPC57BENM126268|RENTON RD|mazda|1/6/2011
1YFJN51KAHR395501|HOOHONUA ST|honda|7/8/2011
2OCKH15QSLX343786|AKAAWA ST|alfa-romero|5/5/2012
4JSDD63LGPX644977|KAUKAMA RD|honda|5/18/2016
5NUPT66TBBT68693|WAIKELE RD|toyota|10/12/2015
3SRFJ81YRCQ943009|WAIKELE RD|bmw|5/15/2016
2RSJL38FYRX212536|DATE ST|toyota|7/18/2015
1AADV61NNNY97469|ALEWA DR|plymouth|12/4/2014
3YVQY49HTBM359375|WILIWILI ST|mercedes-benz|12/11/2015
1VLFR12TOGH948115|WILIWILI ST|nissan|6/4/2016
2QVZL18EQOF143815|WILIWILI ST|subaru|4/24/2011
5QYLT52LDYC386146|PUAPOO PL|mitsubishi|3/28/2011
2PBIV91PIZD613124|LAULANI ST|isuzu|10/24/2013
3YCTH54WLFU492167|KUOKOA ST|honda|11/4/2011
3SOQG51KCYH368125|KAHUAWAI ST|mazda|8/27/2012
4KDYE54LMWL224466|KAHUAWAI ST|nissan|5/2/2014
5ZNGO99AINU188887|PINAO ST|volkswagen|5/20/2014
2ESAU93DBKR408898|NIMITZ HWY (NORTH)|saab|9/6/2011
2XFXG89YWTN622921|PINAO ST|mercedes-benz|6/25/2012
2KCMQ27ZHAY971392|KAIKO ST|saab|12/21/2017
1FJAV83JYXZ867388|ALALOA ST|alfa-romero|4/7/2013
3LDMQ29VDZO279482|ALALOA ST|toyota|3/14/2011
2EOVP59EPVZ338985|KAMOKU ST|peugot|6/6/2016
4XBAF25CTOL255407|WAIKANALOA ST|toyota|9/4/2013
3JQAA84LPZX929782|HOOHONUA ST|mercedes-benz|10/11/2013
3DEMA10WCEP248185|IMUA PL|volkswagen|10/14/2016
4XBQU9QQKM864524|MAKIKI ST|subaru|11/8/2013
5RSEC18VGKB725402|MAKIKI ST|porsche|12/22/2011
3URGN81YMRD973132|MAKIKI ST|plymouth|9/29/2016
3BXML61AHUR965113|MAKIKI ST|isuzu|7/24/2015
3YNKZ57OOYP11171|ALA ALII ST|isuzu|4/21/2014
1HQAX34UNDG745999|ALA ALII ST|nissan|6/17/2016
1RXXQ0FFGP14144|AWANEI ST|toyota|10/12/2016
5LWWZ2TDHH442435|IMUA PL|plymouth|8/3/2014
3XKLL16NCDP869189|SIERRA DR|isuzu|11/15/2017
4VYXR51UQJH282174|KAIKO ST|saab|4/11/2015
1UPQB69UWVC686839|NIOLOPA PL|isuzu|7/29/2016
1YCZB2QMPW871971|NIOLOPA PL|peugot|3/6/2017
1WTAF63PVVB397392|PALI HWY|audi|5/12/2011
4SOUH83CGBA771780|KIPOU ST|chevrolet|6/7/2016
4QTRH64AZYG133485|SPRECKELS ST|peugot|12/20/2012
4AAEH73UAZA434750|KAMAILE ST|volkswagen|5/8/2017
1WMIX28AEBM629272|KULUKEOE PL|porsche|9/27/2015
4IXEO99QTBA844694|KAM HWY|bmw|7/6/2016
2FGBB62MQBL528011|KAILI ST|jaguar|6/20/2012
3FARH95UFOS544441|AIALII ST|saab|7/16/2012
1NKNF1UGIL65227|ILIAINA ST|porsche|9/5/2017
3SGNE43CJOI816615|PELELEU ST|mercedes-benz|11/20/2012
2HJSC97TGBK459676|HOILIILI ST|saab|6/30/2016
5ZLAQ99KDNI479022|WATER ST|dodge|1/20/2012
2LAPR87GJYV288189|PAHIA RD|renault|6/8/2011
2FZMA24ZCAS922174|KAUKONAHUA RD|saab|6/24/2015
4TRZQ25PFOB332430|HUNAKAI ST|volvo|8/6/2015
3XQZB30SHHW353793|KAUKONAHUA RD|toyota|4/29/2016
2PLPA37SDHV547874|KAUKONAHUA RD|volvo|8/13/2016
4AIZC17MLEV841617|BOOTH RD|bmw|10/26/2017
4MCPH21BVQN769178|PUHIKANI ST|volvo|2/1/2013
4TOTW64RVNQ480969|10TH AVE|dodge|9/2/2016
4OREF2LCCQ659378|ALA LAULANI|honda|8/8/2013
2NCDX40CQAR826254|16TH AVE|isuzu|12/30/2016
1OGGW70DWER117213|LAUPAI ST|mitsubishi|7/8/2013
2YSLJ69AAEZ612551|AKIPOLA ST|mitsubishi|7/27/2014
5MEOS81LLOL853315|KEAAHALA RD|bmw|3/8/2016
4ZIKW14LQOT867340|KAMAAHA LP|alfa-romero|5/20/2011
5WKOD28AQGQ564369|KAMAAHA LP|jaguar|2/14/2013
1SEFW56ATUH132312|KAMAAHA LP|isuzu|11/7/2012
3WIDT8BDUI756057|KAMAAHA LP|mercedes-benz|6/16/2012
2QNHB98IILX93767|KAMAAHA LP|saab|3/24/2017
2BGTZ93DLNF957308|KAUKAMANA RD|chevrolet|12/22/2011
2ASTQ55NSXS779573|LULUKU RD|chevrolet|5/21/2015
4BLJW45GEOQ917006|LULUKU RD|renault|10/6/2015
2TOLP76FRTS774447|NAMOKU ST|peugot|3/18/2015
4BWUB31PHHU856742|PELELEU ST|isuzu|4/28/2011
4XKTY47CGXV163539|LAUPAI ST|subaru|1/20/2014
5WAGT21JUZZ622937|SIERRA DR|plymouth|1/2/2016
3GNDG23NGJL748700|LAUPAI ST|chevrolet|12/2/2013
3QPLF88SDAS654784|LAUPAI ST|saab|6/19/2013
5UWPZ33XXDF615726|PUKANALA ST|toyota|12/2/2017
2RLJJ6FYUR692115|KOKOKAHI PL|mercedes-benz|3/16/2012
3CYOQ23GDWI397505|KAM HWY|honda|3/27/2012
4SFOI36UXFV256053|PROSPECT ST|plymouth|2/10/2017
3VVNT35EWZP875876|PROSPECT ST|nissan|12/19/2011
5EDXY71XAXT502577|KOHOU ST|plymouth|6/25/2013
5EYEG32VTYX614929|WILIWILI ST|mercedes-benz|9/11/2015
5BDAT13ZXDS855956|IHE ST|jaguar|2/15/2015
2TUZS94JZWT935950|IHE ST|volvo|10/29/2016
1IIGU51BPDI733326|KUPAU PL|volkswagen|11/12/2011
4MHCC40JECK701473|HOALA ST|mercury|6/16/2011
1XXLP61HAPR457603|HOALA ST|audi|12/23/2015
2NBIH44CSRW140231|WILOU ST|jaguar|1/20/2011
3RQAI78GZMX457349|HOLOIMUA ST|saab|3/9/2013
4ISUM28NLNY652212|ALA LILIA|saab|11/27/2017
5DHQH46GSJX209797|ALA LILIKOI ST|dodge|7/29/2014
3OQAB61AVLA975012|KEWALO ST|saab|5/14/2012
2ZDGM60VXYY495387|ANANIA DR|plymouth|12/1/2013
1WEWW28GUVS209449|KAHU ST|volvo|5/27/2016
3FBBL19GHAI944552|ANANIA DR|alfa-romero|3/2/2012
3IGHC51WHPL650844|ANANIA DR|mazda|5/10/2015
3KUVX40XFBV63651|NOHOPAA ST|mercury|5/23/2014
4FTAB6NPDG963676|HUNAKAI ST|mazda|8/14/2017
1YDBG64RYHM594186|PONO ST|mitsubishi|1/30/2011
2LVYS12PXQW881872|PILIUKA PL|jaguar|6/14/2011
2QTFX83EOXQ345256|MANALO ST|isuzu|11/30/2011
5RMAI5DHAB983468|ALANI DR|honda|2/11/2012
1GFHM25JAEI31914|ALA NAPUNANI|saab|4/17/2014
4UZPC17NCVU18985|KOAPAKA ST|audi|3/24/2014
2LLXC22NPZS967165|NANEA ST|chevrolet|2/27/2015
2CAUH26ULMM872287|KAKOI ST|renault|7/17/2012
2LIJD87LVPQ922567|AAMANU ST|volkswagen|4/28/2011
2LDSU19FRKE987909|POKOLE ST|mazda|9/11/2013
1KRZV58HTPQ99658|KAM HWY|honda|5/10/2015
2KLSH5LDIO991965|MOKUNA PL|mitsubishi|3/3/2013
5TARN66QOGO692609|LUALUALEI HMSTD RD|jaguar|6/19/2015
2NARQ36NOJN441974|LULUKU RD|mercedes-benz|5/13/2012
3YLRV3QLCZ747627|LUALUALEI HMSTD RD|saab|11/20/2017
1YWCF69GNSR517918|LOKAHI ST|isuzu|7/20/2012
3ZHFX58EQEF389136|LUALUALEI HMSTD RD|dodge|2/2/2012
1VGOG2HJWT620911|LUALUALEI HMSTD RD|isuzu|6/29/2011
2BWAN11ZUSK210703|LUALUALEI HMSTD RD|bmw|4/6/2014
2NEUX99SVDN319229|DREIER ST|volvo|4/20/2014
3ZGWJ96QCNX127434|LUALUALEI HMSTD RD|dodge|12/28/2011
1SZUS51CZAO935695|LAUPAI ST|isuzu|1/2/2012
1FGWJ54RATC283546|PUHINALO PL|volvo|4/2/2012
3ETJN70PBSR344059|MAKIKI HTS DR|jaguar|12/2/2011
1DJBG78MBIN619970|MAKIKI HTS DR|volvo|3/13/2013
2TGAT11AVRI598341|KALANI ST|honda|11/10/2015
3ILPE25LSQC546295|ALA NAPUAA PL|audi|8/20/2011
4DSVD9XHJU517168|ALA MELIA PL|alfa-romero|12/15/2016
1OYDL18VZUO829185|MANAIKI PL|subaru|2/19/2011
5EVGB3TPTJ313456|KOKEA ST|mercedes-benz|8/8/2017
1FKTU93BQEK404932|HAUSTEN ST|toyota|10/2/2012
2GLKE20TPTL749883|KEKAUOHA ST|plymouth|2/12/2016
1FMOT91AUSQ868097|INOAOLE ST|nissan|7/13/2014
2NEHH2OLDZ637048|BERETANIA ST (SOUTH)|chevrolet|8/4/2012
5GHUH15WFKP761154|MAKEPONO ST|volkswagen|2/26/2012
2QAVU23AWPC458387|KALUANUI RD|volkswagen|8/29/2016
2CQCM25PHUK394211|AUMAKUA ST|toyota|1/19/2011
1DSGR23BWED478364|WAILEPO ST|plymouth|5/14/2012
4IOVT46WCXC550261|WAILEPO ST|mercedes-benz|5/26/2012
1NWNU32IOHV953456|KEONEKAPU ST|mercedes-benz|11/24/2011
2JLMM69TIAC108733|LAUPAI PL|bmw|9/1/2012
2SAQQ71EDZW473313|PUNAHOU ST|jaguar|4/29/2017
2ALEB80UWPP940169|LAUPAI PL|mazda|2/18/2011
4YVAE52SERV754048|LEI ALOALO PL|mercury|4/12/2013
4TGJS22WVYS310868|PAHIA RD|mazda|9/14/2013
5RVAS83VDTD151316|CHAMBERLAIN ST|saab|1/7/2011
4VCOL3BBVR445861|KANAPUU DR|peugot|6/11/2013
5KWLW17LQFK141069|KAIKO ST|plymouth|3/18/2013
3OYAP9CCSX592772|ALA LEHUA|bmw|6/25/2012
4NBKV32DGQN404566|KUANOO ST|toyota|5/14/2012
1VLJC17UHUG745292|MAKAIKAI ST|mazda|4/25/2015
1IFAU91EDEF421061|AUWAIOLIMU ST|plymouth|9/4/2011
3JIZO97LMFG813754|VICTORIA ST|mercury|2/3/2012
2SNLO49JFRS986264|PAHIA RD|mitsubishi|2/3/2011
2YQST92UGPU424349|PAHIA RD|audi|8/18/2016
2ELMO69WHOO888633|AIALII ST|bmw|1/30/2017
1LLJW26FHIG572684|KILAHA ST|volkswagen|3/14/2017
2SVWW90TMKA877270|OLOKELE AVE|saab|12/31/2017
3BCAO59IEGR829727|KEWALO ST|audi|12/2/2016
5SKUL75TYNJ316673|AAWA DR|mazda|6/9/2016
2DFXY98NSXM321246|KAMAHAO ST|isuzu|8/5/2013
5USRD32TDUL91933|ONIONI ST|mazda|3/15/2016
1UTRX66FMPQ877716|HALAWA DR|volvo|5/28/2012
5BQEC5DZHY14772|SIERRA DR|saab|9/21/2011
2ANUQ75OITI734967|KEALIIAHONUI ST|honda|12/11/2011
3NJKV91JKIN870883|ULUMAIKA ST|subaru|3/29/2017
2CVFH1GPVH927324|KEALIIAHONUI ST|porsche|8/23/2016
4DEJO18CFXT56142|KEALIIAHONUI ST|porsche|11/15/2013
3CQEW66ONOC663138|KILAHA ST|toyota|3/18/2011
4SIVN83EQUS777381|KILAHA ST|mercury|3/23/2012
1QNGR97CZIY593367|VICTORIA ST|renault|7/1/2012
1ZRGJ64IFFL402299|OHEKANI LP|audi|9/22/2017
4LSFJ64SUKX229270|KILOHI ST|volkswagen|2/3/2017
3XGNE7OHSX421830|HIND IUKA DR|volkswagen|5/13/2013
4TSLS19WIUB737365|GREGORY ST|volvo|8/18/2012
2BBFR55READ484024|MAKIKI ST|jaguar|8/31/2012
4MLJZ42SKWP348121|MAKIKI ST|mitsubishi|11/14/2011
4IROV31VJBO908556|KAHAU ST|toyota|12/22/2016
5VLDL3NGBE459793|KAHAU ST|dodge|3/20/2016
2ARUY4DGVT789309|KINAU ST|volvo|3/7/2013
3WCXK19YZDZ637314|AUNA ST|bmw|6/1/2013
4STAI69FYWM230699|KEPUHI ST|volvo|6/5/2016
4MIKK91MYJX835169|MOKILA ST|bmw|6/23/2015
4ZFFO33KNLR991004|KAIHOOLULU ST|alfa-romero|10/9/2016
4DXML27DWSG909983|KAIHOOLULU ST|peugot|4/16/2013
4WGSJ59YJNF962195|ALA NAPUNANI|mitsubishi|1/29/2012
4TVXS70VIVU676021|ALA LILIA|honda|1/9/2015
5SLIH8YOBN318172|MALIKO ST|bmw|6/9/2014
2MFND27ILYY91775|MALIKO ST|dodge|12/18/2013
4XRZN98YQJA991458|LUALUALEI HMSTD RD|porsche|1/28/2013
3VEKD98TCOS222195|BERETANIA ST (SOUTH)|audi|6/18/2017
2KWTR28YBFF537605|LUALUALEI HMSTD RD|jaguar|1/21/2011
5GSCO2ZCND320043|HUAPALA ST|alfa-romero|6/14/2013
1JMSM22WCGK418014|DUVAL ST|mercedes-benz|12/18/2013
4CWNV48GZGA339245|DUVAL ST|mercury|4/22/2016
3JECO96INRB647169|DUVAL ST|mercury|6/20/2014
3KGIB81AINE873375|LUALUALEI HMSTD RD|mercury|12/2/2015
2YFXJ57QDIO269281|LUALUALEI HMSTD RD|porsche|5/31/2017
5GRTK61HTNF546725|LUALUALEI HMSTD RD|audi|5/2/2012
5XFJJ59PVZH736540|PUNAHOU ST|bmw|6/20/2014
3SLFF17XWLX479053|KAUKONAHUA RD|honda|5/17/2012
2VQUS60HCCG213392|KING ST (NORTH)|audi|7/28/2017
1ZIKW96IULI424245|KING ST (NORTH)|subaru|12/31/2012
1ADJY15QTMH619965|KAIAKA ST|audi|4/4/2011
5FYRZ18VXNL843787|KING ST (NORTH)|mitsubishi|11/14/2017
4GBOF13KUKF989400|HALEIWA RD|chevrolet|8/5/2015
1JAFN73CYXF816020|PUU KULA DR|dodge|8/1/2012
1DGWL20MWKV124095|PUU KULA DR|audi|9/23/2016
4TYIL74PCDU774192|KAWELOKA ST|mitsubishi|6/18/2016
5EOMF75VYWR106629|PUU KULA DR|peugot|12/18/2014
5UZLR89OOIU888689|PUU KULA DR|nissan|3/18/2016
2DCWX3YQAT265895|KAHIKINUI CT|subaru|3/24/2011
4XYFT38MFOM152553|POKAI BAY ST|honda|10/12/2012
4BPAI57IHOJ338504|IHO PL|peugot|9/27/2014
4UOIR87UXRD53836|MANALO ST|mercury|1/9/2014
1VDAN3FEMC591755|AULII ST|peugot|3/3/2015
4ACSD52WDBB163157|ROSE ST (KAPALAMA)|porsche|9/24/2011
1ZQOH9IADO158419|ROSE ST (KAPALAMA)|subaru|8/20/2013
1UKQC2KYZL979854|KEWALO ST|subaru|6/8/2016
5PQKF93MTXU204485|WILDER AVE|mercury|11/14/2017
1ZFHB71UQFS854232|PIIKOI ST|subaru|3/20/2013
4PMVG41OWKA396256|JUDD ST (SOUTH)|volkswagen|3/16/2013
3UKXD40FUML494253|SPENCER ST|plymouth|11/29/2017
5CTYW61ZPMW570424|SPENCER ST|dodge|2/20/2016
4RVGM98NPON425123|KAIKUNANE LP|volkswagen|10/7/2012
2VZPJ6JKBU684262|ANAPUNI ST|isuzu|6/10/2012
5GTAP23MGVT389142|NAMAHOE ST|alfa-romero|4/10/2015
5WQLR81MHRH968819|ANAPUNI ST|jaguar|2/17/2014
4HTQX3IGBD335814|ANAPUNI ST|mercedes-benz|1/23/2015
3MIUG5WREX288337|RIDGE AVE|subaru|3/2/2016
1ROZJ4JQGM254258|KIPAPA DR|jaguar|10/1/2014
5MMVI18VVLU917134|KUHIA PL|nissan|6/16/2012
4ZSXD81NFYY235148|PUOLO DR|peugot|8/23/2015
2GCJX65OJZH174957|MAKAIKAI ST|peugot|10/1/2012
2WLCY69MGZU791294|PAOKANO LP|volvo|10/21/2011
5YGDM89GAYS471659|KOAHEAHE PL|peugot|11/5/2013
4NHOQ29RVVC735606|KOAHEAHE PL|saab|6/6/2014
2SXWN72LHGR427314|NOELANI ST|mazda|3/22/2015
2EMOX58ANYV81373|NOELANI ST|mazda|11/27/2016
3LMVK61ODSK365511|NOELANI ST|mercury|9/14/2015
3HPJX59OWIT292898|NOELANI ST|bmw|6/30/2017
4ZZVH27KQBL237651|KOAHEAHE PL|chevrolet|4/18/2016
3MJCC78ZHZI721016|KOAHEAHE PL|alfa-romero|12/24/2015
2DMNN64TSLV885539|ONEAWA ST|renault|1/2/2017
3XQFI74TWED192011|10TH AVE|volvo|11/14/2014
4GXJG65WXDF437257|7TH AVE|isuzu|3/28/2017
3ILZY14RFVB73812|LUMIALANI ST|bmw|4/12/2016
1EATM92VDEU601871|HUMUPAA ST|mercedes-benz|9/18/2016
2FDSJ77BAYQ346407|LAHAINA ST|porsche|12/11/2017
1IROF94AINV8915|DREIER ST|peugot|2/21/2012
3UUTT61GWNH700700|AKAULA ST|renault|9/27/2013
4MZLW97KTUJ417091|WAIPIO UKA ST|renault|4/13/2013
4QIRR53DZTO692768|KALANIPUU ST|bmw|12/24/2011
2VAVA19VLPU485059|KUAHELANI AVE|mercedes-benz|6/20/2012
1PXOL5RFFV447192|KUAHELANI AVE|subaru|4/1/2012
1MUZZ18LLEC244102|KUAHELANI AVE|bmw|3/4/2017
3YDGA31LRAN599232|PALOLO AVE|volkswagen|8/31/2017
3VSTR41QVMZ259374|KAHULI ST|saab|11/13/2014
1CQOO33BWUU687247|PULIKO ST|nissan|6/29/2016
2KRII11MBWW797419|AHUIMANU RD|peugot|6/5/2016
4GMMW3WCAM665340|KALUA RD|isuzu|4/27/2011
2ZZTV62MSLM17025|10TH AVE|bmw|6/16/2016
5IRUN24GPDB596792|KAIKO ST|subaru|9/1/2012
1UYQB28NUWC416663|AIALII ST|alfa-romero|4/19/2011
3DSOE55IIYE17240|KAIKO ST|mercury|3/19/2011
5ZQEZ50JQFQ955654|ALGAROBA ST|toyota|10/2/2014
1XWLU81RDQP206817|APII ST|honda|8/2/2013
1YDTL9ETWC385216|WILIKI DR|renault|1/11/2011
5STCE62ATJW130749|KAM HWY|porsche|12/7/2013
2MPEN57NAVR498004|ALA MELIA PL|peugot|3/6/2011
5ODNJ16WCIU85428|ALA MELIA PL|plymouth|9/28/2011
1MTJB75GTTX976900|ALA LILIKOI PL|bmw|7/6/2014
1MBDZ60BBXL631348|ULUHAO ST|bmw|9/25/2014
5MWMO75GZCC835925|LOLENA ST|isuzu|9/26/2011
2TDCQ29GJDQ46520|ANAPUNI ST|isuzu|5/18/2011
4KUYK12TINW21824|NANAKAI ST|chevrolet|12/3/2014
2WRXU88PKXW742461|LUNALILO ST|peugot|3/26/2015
1VPEE79OPWI608296|PALIKEA ST|jaguar|11/28/2011
3HYPX31WTXX139346|PALIKEA ST|mercedes-benz|4/8/2012
1YKQW75EJQX858959|PIIKEA ST|alfa-romero|7/13/2013
2DWEI97ZMAW585536|PALOLO AVE|plymouth|3/2/2014
2EBHW1MPPE971658|PAKOHANA ST|renault|7/23/2016
2WEXB82PBGL543652|ULULANI ST|nissan|3/10/2014
4TOVW25SUFG545256|HAKIMO RD|toyota|12/3/2013
3YVEN46CGBC984273|MILL ST|bmw|6/6/2013
5JSOS81EKGD847964|KUAHAKA ST|porsche|6/19/2012
4CNUE58AUOP811071|1ST ST (PEARL CITY)|plymouth|6/25/2011
5NBBQ20ZEHW87255|NICHOLS ST|saab|3/5/2014
1FMPW49XTVN687963|IMUA PL|peugot|7/3/2011
1DUMS83HAMX676102|IMUA PL|mitsubishi|8/20/2012
1QKDP27WWQN7947|VARSITY CIR|audi|3/9/2014
5TIGH95PEHL200972|KAIKO ST|volkswagen|7/25/2017
4YHDX77VRBB612593|KAONOHI ST|alfa-romero|9/24/2016
2GPWQ80MNIU364780|KUANOO ST|chevrolet|6/24/2011
3QWEG39FFCB381988|VARSITY CIR|plymouth|5/20/2015
5XVWS62KNKX210878|PEKAU ST|isuzu|1/14/2012
4BQQM8PSOD623776|FRANCIS ST|volkswagen|8/18/2014
2EBNK99XNXH863474|ALA NAPUAA PL|mitsubishi|9/7/2015
1JREV69OBJQ532834|ALA NAPUAA PL|mazda|10/16/2016
3ONKZ10WWSO260043|PIIKOI ST|subaru|2/12/2011
5XMBJ45CHAQ886927|ALA NAPUAA PL|jaguar|8/26/2014
2YZZY86EJRY42749|KEAOLANI ST|honda|4/1/2016
1JOTJ93IEFE673026|HALOA DR|mercury|10/13/2013
2CTBY92QHTR917799|KAIKO ST|dodge|10/8/2017
5VYBH81WJTM842080|ALA MAHAMOE|chevrolet|5/26/2011
2VWET79MMPI957140|AUNA ST|nissan|3/25/2017
1XXLB35KRZU650404|UALEHEI ST|renault|7/21/2016
4KUJO43DXQT145124|UALEHEI ST|nissan|3/31/2011
2COPP7XQSB452542|WAILEPO ST|peugot|2/3/2012
5KNHD45HEYG250844|SPRECKELS ST|honda|5/1/2015
4YCNS42ZWWQ287554|AIALII ST|mitsubishi|12/10/2012
5COHJ71GKVC972267|IUIU ST|subaru|10/3/2016
5UXXK7WEBG295207|KEAHI ST|alfa-romero|8/7/2013
1BSAW18EVHD425940|KOLOKIO ST|mercedes-benz|12/18/2013
4YZWT91STTF707562|KOLOKIO ST|jaguar|4/5/2013
1SOJL13KHVC312935|PAAHANA ST|mazda|10/6/2012
3WUTW25GPWG21767|ALA LILIA|volvo|4/9/2013
2APLJ97RSUW786931|ISENBERG ST|audi|9/30/2016
4REXN76TYPE913075|PALAILAI ST|toyota|11/14/2015
4MFSY8NCNV628622|KANAU ST|honda|10/1/2016
4FLZK57KITC871283|KANAU ST|isuzu|4/10/2014
2OJBB90RRIZ160112|RYCROFT ST|porsche|6/1/2017
4TEBF49MAAW309819|KUKUI ST (SOUTH)|mercedes-benz|7/13/2017
1MUWX61FCPI305237|MAKIKI ST|alfa-romero|4/19/2012
5IHUW73ESXI299459|KINAU ST|chevrolet|12/30/2014
5LJPT39JABO857559|ILALO ST|subaru|3/6/2012
3CVBH9SAPH635658|KING ST (SOUTH)|mazda|10/14/2015
2BQRA14QCEA814457|KUKUI ST (SOUTH)|mercury|4/4/2014
4DKUD8RMSA680806|KAHIMOE ST|volkswagen|5/11/2014
5PKWD56BJBQ409185|POALIMA ST|mercedes-benz|5/5/2017
1WZHZ81LULB319702|WAIMANO HOME RD|plymouth|4/18/2011
5WDYK62AZTB777128|LEIGHTON ST|mercedes-benz|7/21/2017
5JIYB85FQYC536713|AILUNA ST|subaru|2/13/2013
3HSCB45PVWA781744|HAWAII KAI DR|toyota|2/25/2012
2IFEZ71WGUA848284|KALANI ST|bmw|11/18/2016
2HYYD91TMUX29585|GULSTON ST|volkswagen|12/3/2015
1SCCK72AFVJ167256|KANAINA AVE|plymouth|10/11/2013
3EIHX81JKEZ526760|MAKAWEO AVE|volvo|6/4/2014
2BZFB99QXUR60084|KOPKE ST|honda|7/10/2013
3RFHS8IFBN509435|MAHAPILI ST|audi|3/15/2014
2TOSR33SMQF741773|LOPIKANE ST|porsche|12/1/2013
2DOHC76JRDP293751|KEEHUHIWA PL|mitsubishi|3/28/2011
5DFCO58AQLQ341371|PAAKAI ST|mercury|1/30/2013
4EBBE52KTRB942422|MAALILI PL|toyota|3/5/2014
1JNHI55FJGS30025|MALAHUNA LP|chevrolet|9/11/2017
3GQRV98KHCM800822|MALAHUNA LP|isuzu|6/7/2015
3EATS4PVPJ496872|LAALOA ST|volkswagen|12/19/2014
3BVQO15TOFV718237|LAALOA ST|alfa-romero|10/8/2013
5HADW48HOTN889132|LAALOA ST|subaru|3/21/2016
3GCZD21JQVP194655|ALA NOLUNOLU|peugot|8/14/2013
4HGFD74RKOX746579|HIHIWAI ST|mazda|10/7/2016
5BPSI77FHTM742658|HIHIWAI ST|renault|11/19/2015
3IRUG52SHQJ610894|KALAEPAA DR|audi|10/25/2017
1RYLQ81GWJN141063|NAMAHOE ST|mitsubishi|1/16/2011
3NQRJ3QNEK284662|NAMAHOE ST|plymouth|11/5/2014
2JAXQ41KMRC467849|NAMAHOE ST|volkswagen|3/29/2015
4PMHJ5JCPC715088|NAMAHOE ST|mazda|9/20/2016
5QWHI92XMDD306387|NAMAHOE ST|audi|6/25/2012
5ZYZV46WBQS86458|WATER ST|jaguar|10/9/2013
2WCZB27PSRY128086|NAMAHOE ST|renault|3/23/2017
3IMAN89UUNS321696|KANAPUU DR|volvo|6/12/2012
4HAVO31FPBX716723|WATER ST|alfa-romero|4/19/2013
4SGGN52XKOV693278|PATY DR|mercury|11/21/2014
3KSQL38LPUU917944|ULELE PL|peugot|10/1/2012
1GZXY67VTTG288229|KAONOHI ST|honda|1/14/2015
3LVCA74IHNF822800|AINAKOA AVE|peugot|5/23/2013
